event_id,generated_at,source_node,service_name,status_code,is_synthetic,scenario_tag,telemetry_profile,cpu_pct,memory_pct,latency_ms,disk_io_pct,net_error_rate,queue_length,throughput_rate,http_5xx_rate
78513070-d50f-4bd6-898a-19bc19e99a95,2026-04-25T17:21:22.962161-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,56.041,47.74,110.605,31.575,0.782,52.288,99.399,1.563
21d76f4b-7731-46e1-8ec5-fe969e501ae0,2026-04-25T17:21:22.972583-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,47.445,48.095,100.942,30.102,0.49,47.44,82.859,0.921
3b6b686c-c1d9-4e9c-9660-a96e3b67e9bd,2026-04-25T17:21:22.983116-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.862,50.208,89.102,24.624,0.389,36.414,66.947,0.626
05942dcc-fd0a-4402-9795-7b36cd81ac33,2026-04-25T17:21:22.993568-04:00,node-01,orders-api,200,True,normal,market_aware_v1,49.594,44.851,65.757,28.822,0.248,32.364,97.388,0.441
910a980d-7756-470f-9e80-eb3488f3a134,2026-04-25T17:21:23.004056-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.093,48.977,77.519,28.73,0.458,36.439,81.696,0.682
2a0ef0a7-febf-48bb-b678-231fe28ffe62,2026-04-25T17:21:23.014512-04:00,node-01,payments-api,200,True,normal,market_aware_v1,38.911,50.257,93.677,27.376,0.348,43.555,66.032,0.725
3de22d47-1416-42d2-9e0f-2986dfa97769,2026-04-25T17:21:23.024999-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,48.613,43.629,91.106,31.489,0.588,49.812,91.644,0.94
2472971b-9563-43b9-a9a5-dea5d3bdbbbe,2026-04-25T17:21:23.035476-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,40.598,46.523,95.71,27.576,0.433,43.874,71.237,0.754
2e046fcb-5b80-459b-b459-980f471fd345,2026-04-25T17:21:23.045971-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.441,46.665,98.539,22.321,0.325,41.758,61.491,0.593
4d556c35-5e0a-4f22-9e40-a18aed2e65dd,2026-04-25T17:21:23.056494-04:00,node-01,orders-api,200,True,normal,market_aware_v1,43.927,37.095,79.406,28.997,0.37,40.667,98.15,0.637
7df2f13d-6910-47fd-8a8e-94839f3e85af,2026-04-25T17:21:23.066993-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,40.266,42.748,87.768,27.168,0.303,34.085,75.914,0.508
2891c1f4-3598-4b7c-81a2-c2c759d38b35,2026-04-25T17:21:23.077495-04:00,node-01,payments-api,200,True,normal,market_aware_v1,34.607,45.614,106.905,26.036,0.346,47.165,53.864,0.889
673b4cae-8410-4b48-9724-43321657e2f9,2026-04-25T17:21:23.088036-04:00,node-01,orders-api,200,True,normal,market_aware_v1,43.171,39.723,70.336,30.016,0.2,33.36,97.461,0.181
231359f6-0924-44d5-abf9-6d0cad763fe5,2026-04-25T17:21:23.098583-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,44.383,44.371,71.153,27.517,0.249,29.356,75.519,0.337
c2b482d3-7a90-48e6-a812-0446f8cea2cf,2026-04-25T17:21:23.109088-04:00,node-01,payments-api,200,True,normal,market_aware_v1,34.347,49.246,94.559,24.038,0.293,37.48,60.239,0.604
504d1ead-d5b9-4ede-81d0-11bd667f680c,2026-04-25T17:21:23.119725-04:00,node-01,orders-api,200,True,normal,market_aware_v1,41.235,37.86,65.418,27.893,0.175,31.48,95.544,0.292
13cb784d-8c21-4b31-bb4a-3ab3af95c6fd,2026-04-25T17:21:23.130193-04:00,node-01,checkout-api,200,True,anomalous,market_aware_v1,43.24,48.864,99.106,28.931,0.726,47.065,59.177,1.127
fd370c50-d1cb-46fa-8758-9fa96bc3a5a2,2026-04-25T17:21:23.140662-04:00,node-01,payments-api,200,True,normal,market_aware_v1,31.873,44.985,85.923,26.583,0.383,45.641,61.753,0.804
5df010fb-41de-4fa0-8b0c-1e5dac98b7b9,2026-04-25T17:21:23.151090-04:00,node-01,orders-api,200,True,normal,market_aware_v1,41.063,37.828,81.877,30.818,0.188,42.39,93.924,0.481
60c54aba-8379-45ce-9d1e-0c7f6d2799ca,2026-04-25T17:21:23.161504-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,39.45,45.439,81.932,26.698,0.276,31.935,72.096,0.549
2ba7cf32-6046-472b-bbca-47981007aad5,2026-04-25T17:21:23.171913-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.946,47.178,101.957,27.252,0.361,40.074,59.155,0.641
62bab527-2330-4c28-bb47-d8b705294ea8,2026-04-25T17:21:23.182300-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.704,40.109,77.047,28.988,0.198,39.802,95.176,0.385
09526c95-64c0-4c42-9a03-690adb82bab1,2026-04-25T17:21:23.192737-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.291,48.917,89.703,27.952,0.441,40.998,75.863,0.747
e5493f4a-1abb-4e8f-8eec-3345e9a86ab5,2026-04-25T17:21:23.203109-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.553,50.085,85.149,25.656,0.337,41.091,66.303,0.831
92a6708f-d77d-4625-af59-9faa085374a8,2026-04-25T17:21:23.213512-04:00,node-01,orders-api,200,True,normal,market_aware_v1,43.963,45.193,77.819,31.493,0.133,41.824,94.506,0.485
c4da94b8-0ccd-4c70-ba72-d2b1e5a4030a,2026-04-25T17:21:23.223892-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,47.76,48.92,111.591,29.41,0.571,49.375,80.458,1.188
3dd8468a-71ab-474b-a373-3ecc7b52afdc,2026-04-25T17:21:23.234309-04:00,node-01,payments-api,200,True,anomalous,market_aware_v1,42.348,53.008,109.178,28.939,0.718,48.713,59.961,1.332
2c65f477-7e6a-4661-8e81-a012734c5359,2026-04-25T17:21:23.244742-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.788,43.639,74.561,29.906,0.27,42.126,99.513,0.569
ad4b1e89-37d5-4f4a-83e1-a41aef0be7c2,2026-04-25T17:21:23.255141-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,46.461,50.701,95.919,29.696,0.482,47.686,77.923,0.995
d2210d1f-77d7-4b6e-894d-5d22ff5994cf,2026-04-25T17:21:23.265546-04:00,node-01,payments-api,200,True,normal,market_aware_v1,42.892,49.885,98.571,24.541,0.301,37.476,68.941,0.603
00afc266-1e0e-4eb3-937a-adb51ba9dc4a,2026-04-25T17:21:23.275950-04:00,node-01,orders-api,200,True,normal,market_aware_v1,50.025,45.822,90.306,31.496,0.281,44.088,97.665,0.466
9ee1611f-e5e7-4af4-9d25-3a797f01c176,2026-04-25T17:21:23.286346-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,44.966,49.869,99.095,30.831,0.386,41.429,83.709,0.897
cffa1b14-262e-494a-b0e3-64b28d01400a,2026-04-25T17:21:23.296791-04:00,node-01,payments-api,200,True,normal,market_aware_v1,49.397,52.435,121.736,28.496,0.568,53.171,62.931,1.309
99646215-ff51-4f00-9c14-bdd568fb2eee,2026-04-25T17:21:23.307232-04:00,node-01,orders-api,200,True,normal,market_aware_v1,44.215,49.859,81.908,31.415,0.272,43.012,107.474,0.539
afc31cb8-708b-4305-924c-898b7eb89cae,2026-04-25T17:21:23.317693-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.732,49.248,111.338,29.609,0.466,51.242,78.759,1.08
18dc9f2a-2807-42d4-9acd-b3ac89d79f39,2026-04-25T17:21:23.328086-04:00,node-01,payments-api,200,True,normal,market_aware_v1,45.261,48.066,92.168,25.464,0.343,37.968,79.112,0.597
49b91ec9-ba84-442d-991b-1d831a621fec,2026-04-25T17:21:23.338519-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,54.381,47.258,104.236,33.444,0.64,55.521,93.168,1.133
7eaef46e-e022-457d-9e88-9c0be2f4ae06,2026-04-25T17:21:23.348944-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.175,47.63,93.777,29.835,0.342,41.624,80.051,0.562
40146d41-14a5-4079-b858-a826b66dd84a,2026-04-25T17:21:23.359392-04:00,node-01,payments-api,200,True,normal,market_aware_v1,41.998,50.865,99.327,24.922,0.371,43.721,66.968,0.638
71998c6a-d012-4e04-a9cd-9e63fdc55305,2026-04-25T17:21:23.369832-04:00,node-01,orders-api,200,True,normal,market_aware_v1,49.498,43.395,86.731,32.926,0.266,44.076,99.603,0.743
9504ef04-b2f1-4311-a7af-adff8320ab3c,2026-04-25T17:21:23.380242-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.489,51.657,79.758,28.912,0.359,34.017,81.064,0.522
42d4f259-8e01-453c-bf17-36e73db30c1f,2026-04-25T17:21:23.390726-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.183,48.425,104.388,26.195,0.431,43.118,58.23,0.734
2630b50d-9653-41d5-9f73-0fdd043d92dd,2026-04-25T17:21:23.401140-04:00,node-01,orders-api,200,True,normal,market_aware_v1,46.117,46.417,83.916,33.025,0.25,47.775,96.771,0.559
277e6cff-df86-402a-95cf-1371d9e5a9c8,2026-04-25T17:21:23.411539-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,40.994,44.839,87.054,29.694,0.308,34.654,73.231,0.585
86a57ae9-d19f-499e-a536-6c4eb4db5014,2026-04-25T17:21:23.421929-04:00,node-01,payments-api,200,True,normal,market_aware_v1,42.651,46.88,105.423,24.806,0.427,52.51,60.368,0.936
b44eebc0-a950-41c0-b2a6-1a28b876a919,2026-04-25T17:21:23.432340-04:00,node-01,orders-api,200,True,normal,market_aware_v1,48.172,41.022,74.846,28.311,0.273,37.325,101.414,0.365
1e904156-3ac3-4bce-8f7d-ca08d68fd6ed,2026-04-25T17:21:23.442761-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.322,45.592,88.449,27.107,0.379,37.476,76.487,0.634
5b4b5abb-8441-4780-b056-c95e82896d6c,2026-04-25T17:21:23.453152-04:00,node-01,payments-api,200,True,normal,market_aware_v1,36.436,47.005,90.472,23.227,0.325,41.997,67.44,0.57
e1e9daf2-4296-489c-8bc1-afa0de13fa16,2026-04-25T17:21:23.463564-04:00,node-01,orders-api,200,True,normal,market_aware_v1,43.059,44.732,89.988,29.472,0.334,42.7,93.841,0.648
007f6acf-3810-417a-8670-dcb3116af41c,2026-04-25T17:21:23.473970-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,41.372,46.143,91.676,26.988,0.386,37.462,74.276,0.497
5cbfc1e3-596f-42ac-a408-22776eaefb1f,2026-04-25T17:21:23.484387-04:00,node-01,payments-api,200,True,normal,market_aware_v1,38.42,46.863,89.465,25.22,0.355,37.787,68.64,0.662
f921800b-6fa1-4785-b034-874e942f1c74,2026-04-25T17:21:23.494797-04:00,node-01,orders-api,200,True,normal,market_aware_v1,44.424,45.127,85.557,32.026,0.299,43.905,92.457,0.574
d38ccb69-e9af-4b44-8478-c2c33981f7a4,2026-04-25T17:21:23.505189-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,42.29,48.34,94.973,27.696,0.478,45.033,70.582,0.795
8be6ad49-8b0b-4f8a-80a5-648eef10857a,2026-04-25T17:21:23.515686-04:00,node-01,payments-api,200,True,anomalous,market_aware_v1,43.168,49.803,107.273,27.345,0.615,41.361,59.521,1.038
de89fb2c-62d1-46dd-b3dc-4d3cf79205c3,2026-04-25T17:21:23.526135-04:00,node-01,orders-api,200,True,normal,market_aware_v1,44.548,41.908,72.742,30.682,0.194,33.448,102.968,0.322
e8aea2b2-6ab8-4ba2-87a2-856a98d484b3,2026-04-25T17:21:23.536582-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,45.687,46.298,95.982,27.243,0.395,41.218,79.304,0.848
ae19d8c5-0292-4dc2-a53a-d6c306e7ae2d,2026-04-25T17:21:23.547117-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.418,47.149,98.632,25.45,0.338,42.242,72.687,0.659
989926ff-befc-4607-8936-1317064bcfb9,2026-04-25T17:21:23.557542-04:00,node-01,orders-api,200,True,normal,market_aware_v1,45.499,46.375,70.715,31.854,0.263,41.741,98.485,0.595
75834a3e-06f1-47ea-ac4e-1bc27bba31ae,2026-04-25T17:21:23.567970-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,47.686,48.124,101.32,28.985,0.433,48.278,76.418,0.949
1d20e997-564e-4651-9e0c-09f45d9455a1,2026-04-25T17:21:23.578427-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.031,50.977,104.748,26.445,0.392,47.013,62.88,0.947
311f2e8b-cee9-463b-924b-5730113f06fc,2026-04-25T17:21:23.588861-04:00,node-01,orders-api,200,True,normal,market_aware_v1,53.068,45.505,86.159,30.816,0.284,48.192,99.891,0.62
b6284046-493f-47b8-8479-d909042a9ca4,2026-04-25T17:21:23.599320-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,51.496,49.169,101.314,29.338,0.465,47.407,81.381,0.846
d4785fe7-357a-42ae-bfd6-9dae9405b9ae,2026-04-25T17:21:23.609808-04:00,node-01,payments-api,200,True,normal,market_aware_v1,42.149,52.682,98.878,27.5,0.327,44.941,71.986,0.79
a3f99393-67f5-4c36-ae43-64d03718de98,2026-04-25T17:21:23.620216-04:00,node-01,orders-api,200,True,normal,market_aware_v1,55.616,45.743,77.377,30.993,0.296,43.668,106.889,0.571
ef5f27ad-56c0-4a8b-b4f0-2ff70ed1f62b,2026-04-25T17:21:23.630659-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,50.145,52.157,98.63,29.666,0.349,40.15,85.322,0.628
e944af27-0f7f-4b34-a115-be7516351a49,2026-04-25T17:21:23.641067-04:00,node-01,payments-api,200,True,normal,market_aware_v1,43.776,52.975,95.178,28.73,0.291,41.518,79.559,0.637
386e8d4b-e312-495c-9bed-7bfd8623ecec,2026-04-25T17:21:23.651518-04:00,node-01,orders-api,200,True,normal,market_aware_v1,49.892,47.082,90.277,33.143,0.39,47.023,106.837,0.637
ecf10b66-dac7-4028-88c9-e6bf0b6b1f7b,2026-04-25T17:21:23.661932-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,50.288,51.733,97.934,27.443,0.438,44.694,87.599,0.808
7234b989-dcd4-42e1-9a41-097337d2bfa6,2026-04-25T17:21:23.672375-04:00,node-01,payments-api,200,True,normal,market_aware_v1,45.67,54.938,98.073,29.327,0.303,40.57,70.811,0.553
680f2302-2e36-4878-99ce-727ce596d472,2026-04-25T17:21:23.682868-04:00,node-01,orders-api,200,True,normal,market_aware_v1,50.854,47.414,75.636,33.883,0.272,43.436,108.915,0.517
ce093709-d2cb-4dbe-82b6-3959ccbd04c0,2026-04-25T17:21:23.693313-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,51.853,50.332,103.181,30.361,0.449,46.568,88.102,0.922
1fd1ab62-39f4-4910-874e-7b1744d13028,2026-04-25T17:21:23.703792-04:00,node-01,payments-api,200,True,anomalous,market_aware_v1,50.161,54.804,126.578,30.507,0.744,55.99,67.511,1.429
45fd0f2e-35b8-4fe6-aec7-74af66b6eede,2026-04-25T17:21:23.714210-04:00,node-01,orders-api,200,True,normal,market_aware_v1,53.439,45.354,104.472,33.424,0.321,53.226,100.466,0.842
3f3de1e5-c6e8-4de2-8a68-b8d0f74651a2,2026-04-25T17:21:23.724647-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.765,50.035,96.987,31.071,0.436,41.992,81.552,0.695
ac4ec18a-a8c7-4f3c-b9fe-c004b44a8411,2026-04-25T17:21:23.735105-04:00,node-01,payments-api,200,True,normal,market_aware_v1,47.643,53.679,105.891,29.593,0.338,43.765,72.306,0.752
aa67fe9b-d455-4276-b0af-0f9a1e93bcba,2026-04-25T17:21:23.745531-04:00,node-01,orders-api,200,True,normal,market_aware_v1,50.22,46.012,74.277,29.991,0.208,36.196,104.751,0.448
a07aef31-0a28-41a7-b487-8ccf8396828f,2026-04-25T17:21:23.755941-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,45.407,50.322,98.335,30.462,0.43,43.761,81.246,0.906
a9146ced-9e00-4061-b1a3-f8f30d7be120,2026-04-25T17:21:23.766374-04:00,node-01,payments-api,200,True,normal,market_aware_v1,43.116,52.733,100.622,28.924,0.361,45.527,59.778,0.713
5fba5609-2c04-4aea-a14a-a724be25c1b6,2026-04-25T17:21:23.776794-04:00,node-01,orders-api,200,True,normal,market_aware_v1,46.796,44.139,85.344,31.411,0.217,45.371,97.694,0.584
a25bca63-9964-4f16-8731-4400275cb51b,2026-04-25T17:21:23.787220-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.347,46.499,101.275,29.94,0.468,46.35,73.21,0.928
4c9200eb-87b7-43d8-90eb-23bed219acdb,2026-04-25T17:21:23.797649-04:00,node-01,payments-api,200,True,normal,market_aware_v1,37.813,44.73,89.18,24.461,0.329,43.175,71.389,0.584
1a62ea19-bfee-4032-ab49-04593aac9dde,2026-04-25T17:21:23.808087-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.859,41.668,72.987,30.484,0.241,42.046,100.687,0.518
d7f950f0-7e8b-41b3-8c31-767574216303,2026-04-25T17:21:23.818521-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,45.833,42.893,102.286,27.761,0.414,47.34,67.726,0.89
0f07035d-2e40-46f9-8fab-21153deea6e2,2026-04-25T17:21:23.828945-04:00,node-01,payments-api,200,True,normal,market_aware_v1,37.731,50.548,82.624,25.114,0.26,39.593,61.729,0.532
0127e715-3142-444a-9b11-a2acdb0c7358,2026-04-25T17:21:23.839375-04:00,node-01,orders-api,200,True,normal,market_aware_v1,44.277,42.158,85.468,29.493,0.366,49.524,90.995,0.713
948b2632-ba85-427b-bcae-2652b9482f72,2026-04-25T17:21:23.849798-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,44.769,46.653,109.102,27.855,0.459,45.774,73.832,0.876
2ecd4444-ab5f-47eb-aa12-cf26c562c88f,2026-04-25T17:21:23.860220-04:00,node-01,payments-api,200,True,normal,market_aware_v1,36.029,45.24,84.48,24.951,0.267,30.69,60.441,0.513
c44012b5-a92e-432f-99f1-bafeb5368863,2026-04-25T17:21:23.870639-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.402,41.6,84.83,29.067,0.188,43.18,91.766,0.469
d4fe8093-5c0d-415e-8362-72b6f36d5a4b,2026-04-25T17:21:23.881135-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,41.894,46.852,91.321,29.079,0.33,43.41,65.051,0.865
4c82f84f-c3ad-4c9a-90ff-caa728da38a6,2026-04-25T17:21:23.891605-04:00,node-01,payments-api,200,True,normal,market_aware_v1,33.598,46.502,91.931,24.266,0.234,43.167,62.668,0.615
2d83e307-b2e2-45ab-91d1-452abfd21302,2026-04-25T17:21:23.902127-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.617,41.431,74.78,28.285,0.13,36.754,96.395,0.223
ae345be9-d95b-4326-a97d-fd2b0944fef8,2026-04-25T17:21:23.912590-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,35.411,43.551,79.898,28.89,0.321,37.431,70.316,0.555
40650bcf-a342-4162-bdfd-2ba9c6fc9cfe,2026-04-25T17:21:23.923057-04:00,node-01,payments-api,200,True,normal,market_aware_v1,39.106,45.424,100.711,25.623,0.4,46.02,56.929,0.756
1706c962-1c8c-4323-8987-8bdc55772dfc,2026-04-25T17:21:23.933537-04:00,node-01,orders-api,200,True,normal,market_aware_v1,43.809,39.836,81.155,30.827,0.237,46.348,96.355,0.504
c476e9b5-ee24-4508-be78-06422dae4497,2026-04-25T17:21:23.944010-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.251,46.929,98.047,27.228,0.402,43.741,71.788,0.797
e943c1ae-d3d5-48ac-89ae-0c61c679b1ba,2026-04-25T17:21:23.954419-04:00,node-01,payments-api,200,True,normal,market_aware_v1,34.66,49.721,93.352,20.828,0.462,44.886,60.16,0.831
96da2578-563a-4a6c-b386-ea9fdbe19233,2026-04-25T17:21:23.964908-04:00,node-01,orders-api,200,True,normal,market_aware_v1,46.172,40.446,75.992,29.954,0.154,39.952,97.105,0.294
4538741b-83e4-42e9-943d-feb0fdb71b95,2026-04-25T17:21:23.975337-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,42.268,50.143,81.909,30.326,0.307,41.938,72.651,0.575
691d240e-7b5e-4ce9-8513-863f7091b4a2,2026-04-25T17:21:23.985771-04:00,node-01,payments-api,200,True,normal,market_aware_v1,42.138,48.392,91.05,25.647,0.282,36.438,62.315,0.444
594742fe-b9b4-43e2-a2c1-ab613b61e5c6,2026-04-25T17:21:23.996202-04:00,node-01,orders-api,200,True,normal,market_aware_v1,48.806,41.229,88.425,29.927,0.294,42.56,94.324,0.5
ca3e416b-6034-4285-8545-6defa49630f7,2026-04-25T17:21:24.006623-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.14,48.831,104.221,28.622,0.557,53.401,78.67,1.353
98d46ed6-9677-4604-962a-2dd7ae093fe0,2026-04-25T17:21:24.017028-04:00,node-01,payments-api,200,True,anomalous,market_aware_v1,44.268,51.532,116.577,28.732,0.664,52.016,60.426,1.322
d949c015-3801-4dae-9e44-ac75f0408470,2026-04-25T17:21:24.027399-04:00,node-01,orders-api,200,True,normal,market_aware_v1,51.882,45.943,78.155,30.145,0.195,41.379,106.346,0.515
b80c5c7b-27f6-44eb-9ef7-b280cc6d9a3a,2026-04-25T17:21:24.037826-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.733,46.933,98.524,27.58,0.394,38.182,73.256,0.509
9ba7e69e-43ea-4e99-b8d0-40dc5651fdac,2026-04-25T17:21:24.048244-04:00,node-01,payments-api,200,True,normal,market_aware_v1,46.022,51.873,97.668,27.901,0.297,41.284,72.575,0.633
ea87f9e0-ce4b-4aa4-b431-0a87559a52ba,2026-04-25T17:21:24.058676-04:00,node-01,orders-api,200,True,normal,market_aware_v1,50.493,49.76,87.807,34.326,0.25,35.713,108.8,0.456
505aedc1-6c3d-4d53-aec0-147258c1400d,2026-04-25T17:21:24.069096-04:00,node-01,checkout-api,503,True,anomalous,market_aware_v1,55.616,52.268,136.779,32.869,1.069,67.136,73.449,2.386
c16f45a3-8a81-4a42-9893-fb519de2f1ba,2026-04-25T17:21:24.079543-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.601,48.306,92.663,25.713,0.317,38.971,71.634,0.705
a07e36f9-701a-46ed-be60-1fe7e2b0ebd1,2026-04-25T17:21:24.089975-04:00,node-01,orders-api,200,True,normal,market_aware_v1,48.605,46.35,81.847,31.964,0.248,41.874,106.028,0.634
fca09840-7c3b-4870-8fdf-9c948ed48053,2026-04-25T17:21:24.100406-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.591,50.526,97.659,31.463,0.457,48.09,76.832,0.792
996dfb6f-9a7f-4f34-b628-95fb5524ccfd,2026-04-25T17:21:24.110835-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.76,47.975,120.599,30.267,0.373,56.758,60.29,1.041
7b45f57a-1bc1-443f-a7ec-b751c3c430d0,2026-04-25T17:21:24.121252-04:00,node-01,orders-api,200,True,normal,market_aware_v1,46.887,45.652,83.546,33.197,0.3,41.445,100.51,0.633
856bf0f9-e34d-4b3e-b204-c7147b63acb8,2026-04-25T17:21:24.131692-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,46.695,47.625,92.034,27.333,0.408,42.598,82.595,0.831
f9ffdb4a-4ed8-4073-8d8f-5b5eb361be62,2026-04-25T17:21:24.142114-04:00,node-01,payments-api,200,True,normal,market_aware_v1,43.953,50.175,103.79,27.93,0.438,50.914,63.862,1.036
371d6afb-4bb1-4608-b292-32a1f60ac62d,2026-04-25T17:21:24.152547-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.491,42.968,86.796,31.394,0.216,38.374,102.159,0.4
a62c8622-32d2-472b-8474-373a7c2e5e0d,2026-04-25T17:21:24.162972-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,45.457,47.555,86.654,29.117,0.35,35.378,80.366,0.601
